Organization legal name or 'doing business as' name,Group PAC ID, State,Measure Identifier,Measure Title,Measure Performance Rate,Footnote
MEDSTAR HARBOR HOSPITAL PHYSICIANS LLC,2062632631,MD,CAHPS_GRP_12,Attention to patient medication cost.,23,
MEDSTAR HARBOR HOSPITAL PHYSICIANS LLC,2062632631,MD,CAHPS_GRP_2,How well clinicians communicate.,80,
MEDSTAR HARBOR HOSPITAL PHYSICIANS LLC,2062632631,MD,CAHPS_GRP_3,Patients' rating of clinicians.,77,
MEDSTAR HARBOR HOSPITAL PHYSICIANS LLC,2062632631,MD,CAHPS_GRP_5,Health promotion and education.,60,
MEDSTAR HARBOR HOSPITAL PHYSICIANS LLC,2062632631,MD,CAHPS_GRP_8,Courteous and helpful office staff.,71,
MEDSTAR HARBOR HOSPITAL PHYSICIANS LLC,2062632631,MD,CAHPS_GRP_9,Clinicians working together for your care.,70,
"SUMMIT MEDICAL GROUP, INC",2163326240,KY,CAHPS_GRP_1,"Getting timely care, appointments, and information.",67,
"SUMMIT MEDICAL GROUP, INC",2163326240,KY,CAHPS_GRP_10,Between visit communication.,58,
"SUMMIT MEDICAL GROUP, INC",2163326240,KY,CAHPS_GRP_12,Attention to patient medication cost.,28,
"SUMMIT MEDICAL GROUP, INC",2163326240,KY,CAHPS_GRP_2,How well clinicians communicate.,84,
"SUMMIT MEDICAL GROUP, INC",2163326240,KY,CAHPS_GRP_3,Patients' rating of clinicians.,84,
"SUMMIT MEDICAL GROUP, INC",2163326240,KY,CAHPS_GRP_5,Health promotion and education.,54,
"SUMMIT MEDICAL GROUP, INC",2163326240,KY,CAHPS_GRP_8,Courteous and helpful office staff.,83,
"SUMMIT MEDICAL GROUP, INC",2163326240,KY,CAHPS_GRP_9,Clinicians working together for your care.,78,
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",62,
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,CAHPS_GRP_10,Between visit communication.,54,
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,CAHPS_GRP_12,Attention to patient medication cost.,25,
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,CAHPS_GRP_2,How well clinicians communicate.,83,
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,CAHPS_GRP_3,Patients' rating of clinicians.,83,
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,CAHPS_GRP_5,Health promotion and education.,66,
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,CAHPS_GRP_8,Courteous and helpful office staff.,88,
"GUNDERSEN LUTHERAN MEDICAL CENTER, INC.",2163331414,WI,CAHPS_GRP_9,Clinicians working together for your care.,80,
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",63,
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,CAHPS_GRP_10,Between visit communication.,58,
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,CAHPS_GRP_12,Attention to patient medication cost.,27,
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,CAHPS_GRP_2,How well clinicians communicate.,84,
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,CAHPS_GRP_3,Patients' rating of clinicians.,85,
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,CAHPS_GRP_5,Health promotion and education.,55,
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,CAHPS_GRP_8,Courteous and helpful office staff.,78,
NORTH SHORE UNIVERSITY HEALTHSYSTEM FACULTY PRACTICE ASSOCIATES,2163334699,IL,CAHPS_GRP_9,Clinicians working together for your care.,76,
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,CAHPS_GRP_1,"Getting timely care, appointments, and information.",55,
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,CAHPS_GRP_10,Between visit communication.,52,
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,CAHPS_GRP_12,Attention to patient medication cost.,30,
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,CAHPS_GRP_2,How well clinicians communicate.,82,
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,CAHPS_GRP_3,Patients' rating of clinicians.,81,
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,CAHPS_GRP_5,Health promotion and education.,53,
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,CAHPS_GRP_8,Courteous and helpful office staff.,84,
PARKVIEW HEALTH SYSTEM INC,2163336967,IN,CAHPS_GRP_9,Clinicians working together for your care.,75,
UNITED REGIONAL PHYSICIAN GROUP,2163417478,TX,CAHPS_GRP_1,"Getting timely care, appointments, and information.",56,
UNITED REGIONAL PHYSICIAN GROUP,2163417478,TX,CAHPS_GRP_10,Between visit communication.,57,
UNITED REGIONAL PHYSICIAN GROUP,2163417478,TX,CAHPS_GRP_12,Attention to patient medication cost.,29,
UNITED REGIONAL PHYSICIAN GROUP,2163417478,TX,CAHPS_GRP_2,How well clinicians communicate.,83,
UNITED REGIONAL PHYSICIAN GROUP,2163417478,TX,CAHPS_GRP_3,Patients' rating of clinicians.,83,
UNITED REGIONAL PHYSICIAN GROUP,2163417478,TX,CAHPS_GRP_5,Health promotion and education.,63,
UNITED REGIONAL PHYSICIAN GROUP,2163417478,TX,CAHPS_GRP_8,Courteous and helpful office staff.,84,
UNITED REGIONAL PHYSICIAN GROUP,2163417478,TX,CAHPS_GRP_9,Clinicians working together for your care.,76,
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",67,
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,CAHPS_GRP_10,Between visit communication.,63,
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,CAHPS_GRP_12,Attention to patient medication cost.,25,
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,CAHPS_GRP_2,How well clinicians communicate.,80,
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,CAHPS_GRP_3,Patients' rating of clinicians.,76,
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,CAHPS_GRP_5,Health promotion and education.,64,
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,CAHPS_GRP_8,Courteous and helpful office staff.,88,
THE VILLAGES HEALTH SYSTEM LLC,2163667288,FL,CAHPS_GRP_9,Clinicians working together for your care.,75,
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",62,
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,CAHPS_GRP_10,Between visit communication.,53,
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,CAHPS_GRP_12,Attention to patient medication cost.,26,
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,CAHPS_GRP_2,How well clinicians communicate.,81,
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,CAHPS_GRP_3,Patients' rating of clinicians.,80,
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,CAHPS_GRP_5,Health promotion and education.,51,
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,CAHPS_GRP_8,Courteous and helpful office staff.,79,
HENRY FORD WYANDOTTE HOSPITAL,2264334499,MI,CAHPS_GRP_9,Clinicians working together for your care.,74,
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,OH,CAHPS_GRP_1,"Getting timely care, appointments, and information.",62,
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,OH,CAHPS_GRP_10,Between visit communication.,56,
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,OH,CAHPS_GRP_12,Attention to patient medication cost.,26,
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,OH,CAHPS_GRP_2,How well clinicians communicate.,83,
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,OH,CAHPS_GRP_3,Patients' rating of clinicians.,81,
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,OH,CAHPS_GRP_5,Health promotion and education.,62,
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,OH,CAHPS_GRP_8,Courteous and helpful office staff.,81,
UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY,2264344480,OH,CAHPS_GRP_9,Clinicians working together for your care.,77,
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,CAHPS_GRP_1,"Getting timely care, appointments, and information.",52,
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,CAHPS_GRP_10,Between visit communication.,60,
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,CAHPS_GRP_12,Attention to patient medication cost.,32,
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,CAHPS_GRP_2,How well clinicians communicate.,82,
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,CAHPS_GRP_3,Patients' rating of clinicians.,83,
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,CAHPS_GRP_5,Health promotion and education.,58,
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,CAHPS_GRP_8,Courteous and helpful office staff.,78,
SOUTHERN ILLINOIS UNIVERSITY HEALTHCARE,2365352820,IL,CAHPS_GRP_9,Clinicians working together for your care.,74,
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,CAHPS_GRP_1,"Getting timely care, appointments, and information.",61,
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,CAHPS_GRP_10,Between visit communication.,67,
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,CAHPS_GRP_12,Attention to patient medication cost.,36,
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,CAHPS_GRP_2,How well clinicians communicate.,86,
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,CAHPS_GRP_3,Patients' rating of clinicians.,87,
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,CAHPS_GRP_5,Health promotion and education.,61,
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,CAHPS_GRP_8,Courteous and helpful office staff.,84,
THE CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,2365353885,NC,CAHPS_GRP_9,Clinicians working together for your care.,77,
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,CAHPS_GRP_1,"Getting timely care, appointments, and information.",56,
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,CAHPS_GRP_10,Between visit communication.,56,
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,CAHPS_GRP_12,Attention to patient medication cost.,24,
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,CAHPS_GRP_2,How well clinicians communicate.,83,
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,CAHPS_GRP_3,Patients' rating of clinicians.,82,
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,CAHPS_GRP_5,Health promotion and education.,57,
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,CAHPS_GRP_8,Courteous and helpful office staff.,83,
INTEGRIS AMBULATORY CARE CORPORATION,2365408465,OK,CAHPS_GRP_9,Clinicians working together for your care.,75,
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,CAHPS_GRP_1,"Getting timely care, appointments, and information.",63,
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,CAHPS_GRP_10,Between visit communication.,,8
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,CAHPS_GRP_12,Attention to patient medication cost.,,8
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,CAHPS_GRP_2,How well clinicians communicate.,83,
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,CAHPS_GRP_3,Patients' rating of clinicians.,80,
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,CAHPS_GRP_5,Health promotion and education.,,8
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,CAHPS_GRP_8,Courteous and helpful office staff.,80,
WINTHROP FACULTY MEDICAL AFFILIATES UNIVERSITY FACULTY PRACTICE CORPOR,2365613783,NY,CAHPS_GRP_9,Clinicians working together for your care.,,8
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",62,
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,CAHPS_GRP_10,Between visit communication.,52,
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,CAHPS_GRP_12,Attention to patient medication cost.,21,
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,CAHPS_GRP_2,How well clinicians communicate.,85,
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,CAHPS_GRP_3,Patients' rating of clinicians.,83,
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,CAHPS_GRP_5,Health promotion and education.,70,
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,CAHPS_GRP_8,Courteous and helpful office staff.,80,
"MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION, INC",2466365820,MA,CAHPS_GRP_9,Clinicians working together for your care.,77,
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,CAHPS_GRP_1,"Getting timely care, appointments, and information.",65,
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,CAHPS_GRP_10,Between visit communication.,57,
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,CAHPS_GRP_12,Attention to patient medication cost.,33,
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,CAHPS_GRP_2,How well clinicians communicate.,87,
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,CAHPS_GRP_3,Patients' rating of clinicians.,83,
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,CAHPS_GRP_5,Health promotion and education.,64,
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,CAHPS_GRP_8,Courteous and helpful office staff.,77,
MEMORIAL HOSPITAL AT GULFPORT,2466524012,MS,CAHPS_GRP_9,Clinicians working together for your care.,80,
PRIMA CARE PC,2567356017,MA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",59,
PRIMA CARE PC,2567356017,MA,CAHPS_GRP_10,Between visit communication.,61,
PRIMA CARE PC,2567356017,MA,CAHPS_GRP_12,Attention to patient medication cost.,27,
PRIMA CARE PC,2567356017,MA,CAHPS_GRP_2,How well clinicians communicate.,83,
PRIMA CARE PC,2567356017,MA,CAHPS_GRP_3,Patients' rating of clinicians.,74,
PRIMA CARE PC,2567356017,MA,CAHPS_GRP_5,Health promotion and education.,66,
PRIMA CARE PC,2567356017,MA,CAHPS_GRP_8,Courteous and helpful office staff.,80,
PRIMA CARE PC,2567356017,MA,CAHPS_GRP_9,Clinicians working together for your care.,71,
CD PRACTICE ASSOCIATES INC,2567359839,MA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",62,
CD PRACTICE ASSOCIATES INC,2567359839,MA,CAHPS_GRP_10,Between visit communication.,61,
CD PRACTICE ASSOCIATES INC,2567359839,MA,CAHPS_GRP_12,Attention to patient medication cost.,21,
CD PRACTICE ASSOCIATES INC,2567359839,MA,CAHPS_GRP_2,How well clinicians communicate.,83,
CD PRACTICE ASSOCIATES INC,2567359839,MA,CAHPS_GRP_3,Patients' rating of clinicians.,83,
CD PRACTICE ASSOCIATES INC,2567359839,MA,CAHPS_GRP_5,Health promotion and education.,64,
CD PRACTICE ASSOCIATES INC,2567359839,MA,CAHPS_GRP_8,Courteous and helpful office staff.,79,
CD PRACTICE ASSOCIATES INC,2567359839,MA,CAHPS_GRP_9,Clinicians working together for your care.,75,
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",71,
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,CAHPS_GRP_10,Between visit communication.,56,
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,CAHPS_GRP_12,Attention to patient medication cost.,25,
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,CAHPS_GRP_2,How well clinicians communicate.,82,
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,CAHPS_GRP_3,Patients' rating of clinicians.,82,
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,CAHPS_GRP_5,Health promotion and education.,63,
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,CAHPS_GRP_8,Courteous and helpful office staff.,84,
THE MEDICAL COLLEGE OF WISCONSIN INC,2668384371,WI,CAHPS_GRP_9,Clinicians working together for your care.,76,
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,OH,CAHPS_GRP_1,"Getting timely care, appointments, and information.",64,
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,OH,CAHPS_GRP_10,Between visit communication.,53,
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,OH,CAHPS_GRP_12,Attention to patient medication cost.,30,
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,OH,CAHPS_GRP_2,How well clinicians communicate.,83,
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,OH,CAHPS_GRP_3,Patients' rating of clinicians.,79,
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,OH,CAHPS_GRP_5,Health promotion and education.,60,
SANSUM CLINIC,3678471976,CA,CAHPS_GRP_8,Courteous and helpful office staff.,82,
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,OH,CAHPS_GRP_8,Courteous and helpful office staff.,81,
OHIO PHYSICIAN PROFESSIONAL CORPORATION,2668406059,OH,CAHPS_GRP_9,Clinicians working together for your care.,75,
"THE LONGSTREET CLINIC, PC",2668465733,GA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",55,
"THE LONGSTREET CLINIC, PC",2668465733,GA,CAHPS_GRP_10,Between visit communication.,62,
"THE LONGSTREET CLINIC, PC",2668465733,GA,CAHPS_GRP_12,Attention to patient medication cost.,25,
"THE LONGSTREET CLINIC, PC",2668465733,GA,CAHPS_GRP_2,How well clinicians communicate.,78,
"THE LONGSTREET CLINIC, PC",2668465733,GA,CAHPS_GRP_3,Patients' rating of clinicians.,75,
"THE LONGSTREET CLINIC, PC",2668465733,GA,CAHPS_GRP_5,Health promotion and education.,58,
"THE LONGSTREET CLINIC, PC",2668465733,GA,CAHPS_GRP_8,Courteous and helpful office staff.,82,
"THE LONGSTREET CLINIC, PC",2668465733,GA,CAHPS_GRP_9,Clinicians working together for your care.,75,
STATEN ISLAND PHYSICIAN PRACTICE PC,2668484767,NY,CAHPS_GRP_1,"Getting timely care, appointments, and information.",36,
STATEN ISLAND PHYSICIAN PRACTICE PC,2668484767,NY,CAHPS_GRP_10,Between visit communication.,,8
STATEN ISLAND PHYSICIAN PRACTICE PC,2668484767,NY,CAHPS_GRP_12,Attention to patient medication cost.,,8
STATEN ISLAND PHYSICIAN PRACTICE PC,2668484767,NY,CAHPS_GRP_2,How well clinicians communicate.,,8
STATEN ISLAND PHYSICIAN PRACTICE PC,2668484767,NY,CAHPS_GRP_3,Patients' rating of clinicians.,,8
STATEN ISLAND PHYSICIAN PRACTICE PC,2668484767,NY,CAHPS_GRP_5,Health promotion and education.,,8
STATEN ISLAND PHYSICIAN PRACTICE PC,2668484767,NY,CAHPS_GRP_8,Courteous and helpful office staff.,,8
STATEN ISLAND PHYSICIAN PRACTICE PC,2668484767,NY,CAHPS_GRP_9,Clinicians working together for your care.,,8
"CENTRAL OHIO PRIMARY CARE PHYSICIANS, INC.",2769383785,OH,CAHPS_GRP_1,"Getting timely care, appointments, and information.",64,
"CENTRAL OHIO PRIMARY CARE PHYSICIANS, INC.",2769383785,OH,CAHPS_GRP_10,Between visit communication.,51,
"CENTRAL OHIO PRIMARY CARE PHYSICIANS, INC.",2769383785,OH,CAHPS_GRP_12,Attention to patient medication cost.,30,
"CENTRAL OHIO PRIMARY CARE PHYSICIANS, INC.",2769383785,OH,CAHPS_GRP_2,How well clinicians communicate.,84,
"CENTRAL OHIO PRIMARY CARE PHYSICIANS, INC.",2769383785,OH,CAHPS_GRP_3,Patients' rating of clinicians.,81,
"CENTRAL OHIO PRIMARY CARE PHYSICIANS, INC.",2769383785,OH,CAHPS_GRP_5,Health promotion and education.,62,
"CENTRAL OHIO PRIMARY CARE PHYSICIANS, INC.",2769383785,OH,CAHPS_GRP_8,Courteous and helpful office staff.,86,
"CENTRAL OHIO PRIMARY CARE PHYSICIANS, INC.",2769383785,OH,CAHPS_GRP_9,Clinicians working together for your care.,79,
COVENANT MEDICAL CENTER INC,2769387778,MI,CAHPS_GRP_1,"Getting timely care, appointments, and information.",64,
COVENANT MEDICAL CENTER INC,2769387778,MI,CAHPS_GRP_10,Between visit communication.,59,
COVENANT MEDICAL CENTER INC,2769387778,MI,CAHPS_GRP_12,Attention to patient medication cost.,29,
COVENANT MEDICAL CENTER INC,2769387778,MI,CAHPS_GRP_2,How well clinicians communicate.,80,
COVENANT MEDICAL CENTER INC,2769387778,MI,CAHPS_GRP_3,Patients' rating of clinicians.,76,
COVENANT MEDICAL CENTER INC,2769387778,MI,CAHPS_GRP_5,Health promotion and education.,59,
COVENANT MEDICAL CENTER INC,2769387778,MI,CAHPS_GRP_8,Courteous and helpful office staff.,84,
COVENANT MEDICAL CENTER INC,2769387778,MI,CAHPS_GRP_9,Clinicians working together for your care.,74,
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,MD,CAHPS_GRP_1,"Getting timely care, appointments, and information.",67,
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,MD,CAHPS_GRP_10,Between visit communication.,64,
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,MD,CAHPS_GRP_12,Attention to patient medication cost.,29,
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,MD,CAHPS_GRP_2,How well clinicians communicate.,90,
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,MD,CAHPS_GRP_3,Patients' rating of clinicians.,83,
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,MD,CAHPS_GRP_5,Health promotion and education.,71,
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,MD,CAHPS_GRP_8,Courteous and helpful office staff.,85,
UNIVERSITY OF MARYLAND PHYSICIANS PA,2769394808,MD,CAHPS_GRP_9,Clinicians working together for your care.,80,
EINSTEIN PRACTICE PLAN INC,2769395896,PA,CAHPS_GRP_1,"Getting timely care, appointments, and information.",53,
EINSTEIN PRACTICE PLAN INC,2769395896,PA,CAHPS_GRP_10,Between visit communication.,60,
EINSTEIN PRACTICE PLAN INC,2769395896,PA,CAHPS_GRP_12,Attention to patient medication cost.,20,
EINSTEIN PRACTICE PLAN INC,2769395896,PA,CAHPS_GRP_2,How well clinicians communicate.,,8
EINSTEIN PRACTICE PLAN INC,2769395896,PA,CAHPS_GRP_3,Patients' rating of clinicians.,77,
EINSTEIN PRACTICE PLAN INC,2769395896,PA,CAHPS_GRP_5,Health promotion and education.,62,
EINSTEIN PRACTICE PLAN INC,2769395896,PA,CAHPS_GRP_8,Courteous and helpful office staff.,72,
EINSTEIN PRACTICE PLAN INC,2769395896,PA,CAHPS_GRP_9,Clinicians working together for your care.,72,
"CORE PHYSICIANS, LLC",2769563253,NH,CAHPS_GRP_1,"Getting timely care, appointments, and information.",60,
"CORE PHYSICIANS, LLC",2769563253,NH,CAHPS_GRP_10,Between visit communication.,56,
"CORE PHYSICIANS, LLC",2769563253,NH,CAHPS_GRP_12,Attention to patient medication cost.,28,
"CORE PHYSICIANS, LLC",2769563253,NH,CAHPS_GRP_2,How well clinicians communicate.,84,
"CORE PHYSICIANS, LLC",2769563253,NH,CAHPS_GRP_3,Patients' rating of clinicians.,77,
"CORE PHYSICIANS, LLC",2769563253,NH,CAHPS_GRP_5,Health promotion and education.,65,
"CORE PHYSICIANS, LLC",2769563253,NH,CAHPS_GRP_8,Courteous and helpful office staff.,77,
"CORE PHYSICIANS, LLC",2769563253,NH,CAHPS_GRP_9,Clinicians working together for your care.,74,
COLORADO SPRINGS HEALTH PARTNERS LLC,2769706431,CO,CAHPS_GRP_1,"Getting timely care, appointments, and information.",48,
COLORADO SPRINGS HEALTH PARTNERS LLC,2769706431,CO,CAHPS_GRP_10,Between visit communication.,70,
COLORADO SPRINGS HEALTH PARTNERS LLC,2769706431,CO,CAHPS_GRP_12,Attention to patient medication cost.,21,
COLORADO SPRINGS HEALTH PARTNERS LLC,2769706431,CO,CAHPS_GRP_2,How well clinicians communicate.,82,
COLORADO SPRINGS HEALTH PARTNERS LLC,2769706431,CO,CAHPS_GRP_3,Patients' rating of clinicians.,84,
COLORADO SPRINGS HEALTH PARTNERS LLC,2769706431,CO,CAHPS_GRP_5,Health promotion and education.,62,
COLORADO SPRINGS HEALTH PARTNERS LLC,2769706431,CO,CAHPS_GRP_8,Courteous and helpful office staff.,85,
COLORADO SPRINGS HEALTH PARTNERS LLC,2769706431,CO,CAHPS_GRP_9,Clinicians working together for your care.,75,
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,OK,CAHPS_GRP_1,"Getting timely care, appointments, and information.",60,
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,OK,CAHPS_GRP_10,Between visit communication.,53,
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,OK,CAHPS_GRP_12,Attention to patient medication cost.,25,
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,OK,CAHPS_GRP_2,How well clinicians communicate.,88,
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,OK,CAHPS_GRP_3,Patients' rating of clinicians.,85,
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,OK,CAHPS_GRP_5,Health promotion and education.,58,
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,OK,CAHPS_GRP_8,Courteous and helpful office staff.,86,
BOARD OF REGENTS OF THE UNIVERSITY OF OKLAHOMA - OU PHYSICIANS,2860304334,OK,CAHPS_GRP_9,Clinicians working together for your care.,79,
"SUMMIT MEDICAL GROUP, PLLC",2860396330,TN,CAHPS_GRP_1,"Getting timely care, appointments, and information.",67,
"SUMMIT MEDICAL GROUP, PLLC",2860396330,TN,CAHPS_GRP_10,Between visit communication.,60,
